prolific_id,reward,total,role,cond,wave,src
634e7bbcec6f28ed59e5bd59,4.5,6.31,delegator,punishment,pilot,pilot delegator.pdf
63d189e4ac39d0622f4c8e3d,5.55,7.78,delegator,punishment,pilot,pilot delegator.pdf
59d4d493c618a50001cf5c6a,6.8,9.53,delegator,punishment,pilot,pilot delegator.pdf
5baa21188a01680001ff1a6f,4.0,5.61,delegator,punishment,pilot,pilot delegator.pdf
5bde214348428800013070ba,4.85,6.79,delegator,punishment,pilot,pilot delegator.pdf
5cbacd419bb663000137721c,4.3,6.03,delegator,punishment,pilot,pilot delegator.pdf
5ef528c2a0603b16a793423d,2.2,3.07,delegator,punishment,pilot,pilot delegator.pdf
604633f72d9cdc0a1b04fc3c,4.0,5.6,delegator,punishment,pilot,pilot delegator.pdf
61071a2b71edf61e912210b2,3.5,4.9,delegator,punishment,pilot,pilot delegator.pdf
622a2e482bfab3405f7e5ae9,4.5,6.3,delegator,punishment,pilot,pilot delegator.pdf
634700f816868644b1f51b9e,1.5,2.1,delegator,punishment,pilot,pilot delegator.pdf
5e52584cc9f6062582d99041,2.1,2.93,evaluator,punishment,pilot,pilot evaluator 2.pdf
5eda4380f8482906740f166f,2.1,2.95,evaluator,punishment,pilot,pilot evaluator 2.pdf
627125a4c8bbe00988850330,2.0,2.81,evaluator,punishment,pilot,pilot evaluator 2.pdf
62d5b0e01a9316211e849a23,2.1,2.94,evaluator,punishment,pilot,pilot evaluator 2.pdf
5d4a048fcc60c200016ddbde,1.9,2.67,evaluator,punishment,pilot,pilot evaluator 2.pdf
5dd6d94cbca2e466ca211b0d,1.6,2.25,evaluator,punishment,pilot,pilot evaluator 2.pdf
6033e1ebde90b513004b6d95,6.3,8.81,evaluator,punishment,pilot,pilot evaluator 2.pdf
6294f4e1a0672904cad02d71,1.0,1.4,evaluator,punishment,pilot,pilot evaluator 2.pdf
63d3fbdc74f911908d4c50b3,5.1,7.12,evaluator,punishment,pilot,pilot evaluator 3.pdf
5f1fe390def1ed00093b8d7c,1.9,2.66,evaluator,punishment,pilot,pilot evaluator 3.pdf
60ce601b0db7f30595a36acd,2.0,2.79,evaluator,punishment,pilot,pilot evaluator.pdf
62b444cb2f1d7c410e12f21c,2.3,3.23,evaluator,punishment,pilot,pilot evaluator.pdf
62b7574f10d88d4f6898f5d6,1.5,2.11,evaluator,punishment,pilot,pilot evaluator.pdf
63117718025bf2d9641bbb33,2.1,2.93,evaluator,punishment,pilot,pilot evaluator.pdf
6321d74ca80fe8632af0b5ae,2.3,3.21,evaluator,punishment,pilot,pilot evaluator.pdf
637f89ffcbf20bd680c0d79e,1.9,2.65,evaluator,punishment,pilot,pilot evaluator.pdf
63d44d95747e20db09a38151,5.9,8.26,evaluator,punishment,pilot,pilot evaluator.pdf
63ea5822ebbd0f51cfb05b23,5.6,7.85,evaluator,punishment,pilot,pilot evaluator.pdf
59ef9be762637600014a873d,2.4,3.35,evaluator,punishment,pilot,pilot evaluator.pdf
5c62c668d4899e00015ca4c9,1.8,2.52,evaluator,punishment,pilot,pilot evaluator.pdf
5cf7b7c9e7af560001769788,2.4,3.35,evaluator,punishment,pilot,pilot evaluator.pdf
5e8b8e0e380f900589c2ace4,1.8,2.5,evaluator,punishment,pilot,pilot evaluator.pdf
5f2aad6868d6c232aebd20aa,5.5,7.73,evaluator,punishment,pilot,pilot evaluator.pdf
5fe22499bbdf7fd5ae926b26,2.3,3.21,evaluator,punishment,pilot,pilot evaluator.pdf
601b0712b0701c46459aab27,2.1,2.93,evaluator,punishment,pilot,pilot evaluator.pdf
611ffc2ea28e21fa33671d4c,6.4,8.98,evaluator,punishment,pilot,pilot evaluator.pdf
6272859947cff7c57fb2afc4,1.0,1.4,evaluator,punishment,pilot,pilot evaluator.pdf
56ca31b2e939d1000cbaf5cb,4.5,6.3,delegator,punishment,pre_pilot,pre pilot delegator.pdf
5ccb343fcdcf0f0001ba779e,5.9,8.26,evaluator,punishment,pre_pilot,pre pilot evaluator.pdf
